id,type,trait_count,trait1,trait2,trait3,trait4,trait5,trait6,trait7,trait8,trait9,trait10,trait11,trait12,Rarity,TimesSold,LastPrice,TimeInDays
3375,Cat,3,Chestplate,Belt,Eye Patch,,,,,,,,,,8007,1.0,5888.0,41.0
3376,Arcane,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,8329,1.0,4900.0,119.0
3377,Alien,4,Special Background,Belt,Ski Goggles,Jo-Jo,,,,,,,,,1928,2.0,8000.0,100.0
3378,Parrot,5,Chestplate,Belt,VR,Watch,Wool Boots,,,,,,,,2960,1.0,5995.0,212.0
3379,Elephant,2,Chestplate,X-Ray,,,,,,,,,,,213,,,
3380,Bear,3,Chestplate,Belt,Lamp Fish,,,,,,,,,,3077,,,
3381,Robot,6,Star Suit,Chestplate,Belt,Covered Helmet,Revolver,Blaster,,,,,,,764,1.0,11995.0,212.0
3382,Dog,5,Camo Suit,Chestplate,Amulet,Belt,Covered Helmet,,,,,,,,6661,,,
3383,Alien,2,Chestplate,Belt,,,,,,,,,,,8816,1.0,3450.0,248.0
3384,Fish,2,Chestplate,Belt,,,,,,,,,,,412,,,
3385,Ape,4,Chestplate,Belt,Sun Glasses,Axe,,,,,,,,,3541,,,
3386,Ape,4,Chestplate,Belt,Snorkel,Candle,,,,,,,,,1918,,,
3387,Ape,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9397,,,
3388,Cat,4,Star Suit,Chestplate,Belt,Revolver,,,,,,,,,6758,,,
3389,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,1.0,3800.0,177.0
3390,Robot,2,Covered Helmet,Pistol,,,,,,,,,,,5231,,,
3391,Frog,5,Special Background,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,2799,,,
3392,Robot,3,Camo Suit,Belt,Blaster,,,,,,,,,,3270,,,
3393,Arcane,5,Chestplate,Belt,Ski Goggles,Sword,Hockey Stick,,,,,,,,1135,,,
3394,Lion,4,Chestplate,Belt,VR,Watch,,,,,,,,,4558,,,
3395,Cat,3,Star Suit,Chestplate,Belt,,,,,,,,,,9697,,,
3396,Tiger,5,Star Suit,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,4854,,,
3397,Parrot,4,Star Suit,Chestplate,Belt,Revolver,,,,,,,,,4561,,,
3398,Tiger,5,Special Background,Chestplate,Belt,VR,Sword,,,,,,,,2885,,,
3399,Tiger,5,Special Background,Camo Suit,Amulet,Belt,Snorkel,,,,,,,,2982,1.0,4500.0,217.0
3400,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,4.0,4699.0,109.0
3401,Cat,3,Star Suit,Belt,Covered Helmet,,,,,,,,,,9641,3.0,7180.0,85.0
3402,Ape,4,Special Background,Chestplate,Belt,VR,,,,,,,,,6141,,,
3403,Lion,5,Special Background,Chestplate,Belt,Covered Helmet,Wine,,,,,,,,1725,,,
3404,Tiger,2,Chestplate,Belt,,,,,,,,,,,8281,,,
3405,Cat,3,Camo Suit,Belt,Covered Helmet,,,,,,,,,,9633,,,
3406,Tiger,4,Camo Suit,Chestplate,Belt,X-Ray,,,,,,,,,6041,,,
3407,Bear,4,Star Suit,Chestplate,Belt,Sun Glasses,,,,,,,,,5800,,,
3408,Dog,2,Belt,Sun Glasses,,,,,,,,,,,6173,1.0,4288.0,164.0
3409,Dog,3,Belt,Backpack,Axe,,,,,,,,,,3401,,,
3410,Lion,3,Camo Suit,Chestplate,Belt,,,,,,,,,,7504,,,
3411,Shark,3,Camo Suit,Belt,Covered Helmet,,,,,,,,,,1809,,,
3412,Bear,3,Star Suit,Belt,Sword,,,,,,,,,,5946,,,
3413,Ape,4,Camo Suit,Chestplate,Belt,Jo-Jo,,,,,,,,,3909,,,
3414,Parrot,4,Special Background,Chestplate,Belt,Wool Boots,,,,,,,,,4969,,,
3415,Frog,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,6916,2.0,8195.0,209.0
3416,Dog,3,Chestplate,Belt,Sun Glasses,,,,,,,,,,7792,2.0,5270.0,62.0
3417,Alien,5,Chestplate,Belt,Covered Helmet,Eye Patch,Jo-Jo,,,,,,,,2044,3.0,5000.0,125.0
3418,Alien,3,Belt,Covered Helmet,Anchor,,,,,,,,,,4778,,,
3419,Frog,3,Chestplate,Belt,Flowers,,,,,,,,,,4191,,,
3420,Parrot,3,Star Suit,Belt,Covered Helmet,,,,,,,,,,7357,,,
3421,Arcane,4,Camo Suit,Belt,Covered Helmet,Anchor,,,,,,,,,3136,,,
3422,Robot,5,Special Background,Chestplate,Belt,Wool Boots,Pistol,,,,,,,,3282,1.0,5995.0,254.0
3423,Ape,3,Chestplate,Belt,X-Ray,,,,,,,,,,7728,1.0,3600.0,242.0
3424,Parrot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,7957,,,
3425,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,,,
3426,Alien,1,Belt,,,,,,,,,,,,2567,1.0,1500.0,260.0
3427,Dog,4,Camo Suit,Belt,Covered Helmet,Jo-Jo,,,,,,,,,3945,3.0,7155.0,96.0
3428,Ape,4,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,,8662,,,
3429,Cat,4,Belt,Backpack,Covered Helmet,Cardano,,,,,,,,,3805,,,
3430,Parrot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,3714,1.0,4990.0,215.0
3431,Ape,6,Chestplate,Amulet,Belt,Covered Helmet,Wool Boots,Hockey Stick,,,,,,,1185,,,
3432,Tiger,3,Special Background,Belt,Covered Helmet,,,,,,,,,,8021,1.0,4000.0,216.0
3433,Robot,6,Camo Suit,Chestplate,Belt,Covered Helmet,VR,Cardano,,,,,,,1446,1.0,11000.0,203.0
3434,Ape,1,Belt,,,,,,,,,,,,2622,3.0,5269.0,181.0
3435,Cat,5,Chestplate,Belt,Covered Helmet,Sun Glasses,Axe,,,,,,,,2953,,,
3436,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,1.0,5000.0,203.0
3437,Ape,3,Chestplate,Amulet,Belt,,,,,,,,,,8462,1.0,5777.0,35.0
3438,Alien,4,Chestplate,Belt,Backpack,Wool Boots,,,,,,,,,5259,,,
3439,Bear,5,Chestplate,Belt,Jetpack,Covered Helmet,Revolver,,,,,,,,2915,,,
3440,Cat,2,Belt,Covered Helmet,,,,,,,,,,,9014,,,
3441,Robot,1,Belt,,,,,,,,,,,,2446,2.0,4600.0,129.0
3442,Lion,2,Watch,Wool Boots,,,,,,,,,,,4388,1.0,4250.0,257.0
3443,Frog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Flowers,,,,,,,,3067,,,
3444,Dog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9866,,,
3445,Robot,3,Special Background,Chestplate,Belt,,,,,,,,,,8379,,,
3446,Ape,3,Chestplate,Belt,Bazooka,,,,,,,,,,5077,1.0,5000.0,256.0
3447,Robot,3,Chestplate,Belt,Pistol,,,,,,,,,,6555,,,
3448,Cat,4,Camo Suit,Chestplate,Belt,Anchor,,,,,,,,,4478,,,
3449,Frog,5,Chestplate,Belt,Covered Helmet,Wool Boots,Baguette,,,,,,,,1266,,,
3450,Alien,4,Chestplate,Belt,Snorkel,Harpoon,,,,,,,,,3452,2.0,5950.0,103.0
3451,Bear,5,Chestplate,Belt,Covered Helmet,Pistol,Axe,,,,,,,,2076,,,
3452,Frog,4,Chestplate,Belt,Watch,Flowers,,,,,,,,,3372,,,
3453,Alien,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9546,,,
3454,Tiger,4,Chestplate,Belt,Watch,Bazooka,,,,,,,,,3607,,,
3455,Alien,3,Chestplate,Belt,Anchor,,,,,,,,,,4850,,,
3456,Robot,5,Chestplate,Belt,Covered Helmet,Watch,Hockey Stick,,,,,,,,3410,,,
3457,Bear,3,Belt,Covered Helmet,Ski Goggles,,,,,,,,,,6674,,,
3458,Lion,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7271,,,
3459,Lion,2,Belt,Eye Patch,,,,,,,,,,,4379,,,
3460,Dog,3,Camo Suit,Belt,Bazooka,,,,,,,,,,4766,1.0,6995.0,211.0
3461,Tiger,3,Chestplate,Belt,Anchor,,,,,,,,,,4314,,,
3462,Parrot,3,Camo Suit,Belt,Covered Helmet,,,,,,,,,,7350,,,
3463,Ape,2,Chestplate,Covered Helmet,,,,,,,,,,,8773,,,
3464,Lion,4,Chestplate,Belt,Watch,Axe,,,,,,,,,3216,,,
3465,Alien,6,Chestplate,Belt,Backpack,Covered Helmet,Wool Boots,Hockey Stick,,,,,,,910,3.0,10000.0,92.0
3466,Bear,5,Camo Suit,Chestplate,Belt,Covered Helmet,Hockey Stick,,,,,,,,3477,,,
3467,Dog,2,Amulet,Covered Helmet,,,,,,,,,,,7310,,,
3468,Ape,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9818,3.0,3600.0,247.0
3469,Alien,4,Chestplate,Belt,Covered Helmet,Binoculars,,,,,,,,,2921,,,
3470,Shark,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,1752,,,
3471,Cat,5,Camo Suit,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,5781,2.0,5475.0,201.0
3472,Ape,3,Camo Suit,Belt,Covered Helmet,,,,,,,,,,9535,2.0,4999.0,204.0
3473,Fish,4,Star Suit,Chestplate,Belt,Flag,,,,,,,,,362,,,
3474,Robot,3,Camo Suit,Belt,Hockey Stick,,,,,,,,,,4791,2.0,4399.0,192.0
3475,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,,,
3476,Ape,3,Belt,Covered Helmet,Eye Patch,,,,,,,,,,7722,2.0,3950.0,256.0
3477,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,,,
3478,Robot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9206,,,
3479,Parrot,4,Special Background,Chestplate,Belt,Cardano,,,,,,,,,3507,,,
3480,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,3.0,5390.0,20.0
3481,Frog,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,4753,,,
3482,Lion,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,8024,,,
3483,Lion,3,Belt,Watch,Wool Boots,,,,,,,,,,5381,,,
3484,Lion,4,Camo Suit,Chestplate,Belt,Sword,,,,,,,,,4750,,,
3485,Elephant,4,Camo Suit,Chestplate,Belt,Wool Boots,,,,,,,,,253,,,
3486,Tiger,4,Special Background,Belt,Covered Helmet,Snorkel,,,,,,,,,5181,,,
3487,Dog,3,Camo Suit,Belt,Ski Goggles,,,,,,,,,,7373,1.0,3000.0,231.0
3488,Robot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9719,1.0,6990.0,80.0
3489,Arcane,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,8329,,,
3490,Bear,3,Chestplate,Belt,Eye Patch,,,,,,,,,,6762,1.0,4490.0,122.0
3491,Arcane,3,Star Suit,Belt,Covered Helmet,,,,,,,,,,7866,1.0,6500.0,31.0
3492,Cat,6,Chestplate,Amulet,Belt,Covered Helmet,Ski Goggles,Arc,,,,,,,865,,,
3493,Cat,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9487,,,
3494,Frog,4,Chestplate,Belt,Covered Helmet,Bazooka,,,,,,,,,3205,,,
3495,Tiger,4,Chestplate,Belt,Jetpack,Covered Helmet,,,,,,,,,5731,,,
3496,Ape,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,7547,1.0,700.0,272.0
3497,Robot,3,Belt,Covered Helmet,VR,,,,,,,,,,7814,2.0,7197.0,54.0
3498,Parrot,1,Chestplate,,,,,,,,,,,,1644,,,
3499,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,,,
3500,Frog,6,Star Suit,Chestplate,Belt,Covered Helmet,VR,Arc,,,,,,,748,,,
3501,Parrot,3,Chestplate,Belt,Axe,,,,,,,,,,3982,,,
3502,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,2.0,670.0,272.0
3503,Tiger,2,Chestplate,Covered Helmet,,,,,,,,,,,8222,,,
3504,Wolf,2,Chestplate,Covered Helmet,,,,,,,,,,,506,,,
3505,Alien,4,Star Suit,Belt,Covered Helmet,Ski Goggles,,,,,,,,,6851,,,
3506,Bull,4,Star Suit,Chestplate,Belt,Eye Patch,,,,,,,,,75,1.0,400000.0,213.0
3507,Robot,6,Special Background,Chestplate,Amulet,Belt,Umbrella,Eye Patch,,,,,,,914,1.0,5125.0,221.0
3508,Robot,4,Chestplate,Belt,Covered Helmet,Ski Goggles,,,,,,,,,7197,,,
3509,Dog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Bazooka,,,,,,,,3795,,,
3510,Lion,3,Chestplate,Belt,Candle,,,,,,,,,,2139,,,
3511,Cat,3,Belt,Covered Helmet,Lamp Fish,,,,,,,,,,3615,,,
3512,Dog,3,Covered Helmet,Ski Goggles,Jo-Jo,,,,,,,,,,2813,,,
3513,Ape,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9818,,,
3514,Robot,5,Star Suit,Chestplate,Belt,Umbrella,Covered Helmet,,,,,,,,4635,,,
3515,Wolf,3,Chestplate,Belt,Flowers,,,,,,,,,,457,,,
3516,Cat,5,Star Suit,Chestplate,Belt,VR,Jo-Jo,,,,,,,,2089,,,
3517,Frog,3,Backpack,Covered Helmet,Cardano,,,,,,,,,,2368,,,
3518,Dog,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9448,1.0,4999.0,114.0
3519,Ape,3,Chestplate,Belt,Harpoon,,,,,,,,,,5495,1.0,3599.0,228.0
3520,Cat,4,Chestplate,Belt,Covered Helmet,Flowers,,,,,,,,,6166,,,
3521,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,2.0,5215.0,12.0
3522,Frog,2,Amulet,Covered Helmet,,,,,,,,,,,4737,1.0,7995.0,212.0
3523,Bear,3,Chestplate,Belt,Snorkel,,,,,,,,,,6737,2.0,4200.0,128.0
3524,Shark,4,Chestplate,Covered Helmet,Wool Boots,Sword,,,,,,,,,963,,,
3525,Dog,5,Camo Suit,Chestplate,Belt,Wool Boots,Revolver,,,,,,,,4515,,,
3526,Parrot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7162,2.0,7777.0,34.0
3527,Ape,5,Star Suit,Amulet,Belt,Covered Helmet,Sun Glasses,,,,,,,,4149,1.0,4495.0,249.0
3528,Alien,6,Camo Suit,Chestplate,Belt,Covered Helmet,Ski Goggles,Pistol,,,,,,,1441,,,
3529,Cat,7,Special Background,Star Suit,Chestplate,Amulet,Belt,Covered Helmet,Sun Glasses,,,,,,278,,,
3530,Shark,5,Star Suit,Chestplate,Belt,Umbrella,Covered Helmet,,,,,,,,811,1.0,13500.0,258.0
3531,Arcane,2,Chestplate,Eye Patch,,,,,,,,,,,4655,,,
3532,Alien,1,Belt,,,,,,,,,,,,2567,2.0,7500.0,54.0
3533,Frog,2,Chestplate,Belt,,,,,,,,,,,6242,,,
3534,Ape,5,Star Suit,Chestplate,Belt,Covered Helmet,Wine,,,,,,,,3254,,,
3535,Alien,5,Special Background,Chestplate,Belt,Covered Helmet,Candle,,,,,,,,1888,,,
3536,Arcane,4,Chestplate,Belt,Backpack,Covered Helmet,,,,,,,,,4775,,,
3537,Alien,5,Chestplate,Belt,Covered Helmet,Sun Glasses,Wool Boots,,,,,,,,4754,,,
3538,Dog,4,Chestplate,Belt,Covered Helmet,Revolver,,,,,,,,,7330,,,
3539,Ape,6,Camo Suit,Chestplate,Belt,Covered Helmet,Eye Patch,Flag,,,,,,,1450,,,
3540,Alien,3,Chestplate,Belt,Wool Boots,,,,,,,,,,8874,,,
3541,Cat,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9506,1.0,4200.0,237.0
3542,Parrot,3,Camo Suit,Chestplate,Belt,,,,,,,,,,7428,,,
3543,Frog,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,7734,1.0,1200.0,274.0
3544,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,,,
3545,Robot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,5390,1.0,4100.0,213.0
3546,Tiger,3,Belt,Covered Helmet,Ski Goggles,,,,,,,,,,6870,,,
3547,Lion,5,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,,,,,,,,4987,,,
3548,Cat,4,Chestplate,Belt,Covered Helmet,Sun Glasses,,,,,,,,,7498,,,
3549,Arcane,4,Chestplate,Amulet,Belt,Binoculars,,,,,,,,,1443,,,
3550,Shark,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,1757,,,
3551,Frog,4,Star Suit,Belt,Covered Helmet,Bazooka,,,,,,,,,2943,,,
3552,Frog,4,Chestplate,Amulet,Covered Helmet,Revolver,,,,,,,,,3539,2.0,6690.0,153.0
3553,Tiger,5,Star Suit,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,4526,,,
3554,Arcane,5,Belt,Covered Helmet,Sword,Watch,Candle,,,,,,,,908,,,
3555,Ape,5,Chestplate,Covered Helmet,Ski Goggles,Wool Boots,Harpoon,,,,,,,,2078,1.0,5100.0,240.0
3556,Robot,4,Star Suit,Belt,Covered Helmet,X-Ray,,,,,,,,,6428,,,
3557,Alien,2,Belt,Cardano,,,,,,,,,,,5387,2.0,8500.0,96.0
3558,Ape,2,Chestplate,Belt,,,,,,,,,,,8884,1.0,4200.0,122.0
3559,Alien,2,Covered Helmet,Baguette,,,,,,,,,,,2592,,,
3560,Dog,6,Camo Suit,Chestplate,Belt,Covered Helmet,X-Ray,Revolver,,,,,,,1603,,,
3561,Parrot,5,Chestplate,Belt,Covered Helmet,Watch,Amulet,,,,,,,,4037,,,
3562,Alien,6,Star Suit,Chestplate,Belt,Covered Helmet,VR,Wine,,,,,,,1001,3.0,9994.0,86.0
3563,Robot,6,Camo Suit,Chestplate,Belt,Umbrella,Covered Helmet,Wine,,,,,,,808,,,
3564,Alien,4,Chestplate,Belt,Covered Helmet,VR,,,,,,,,,7908,,,
3565,Bear,1,Belt,,,,,,,,,,,,2176,,,
3566,Frog,3,Camo Suit,Belt,Covered Helmet,,,,,,,,,,7121,,,
3567,Ape,3,Star Suit,Chestplate,Belt,,,,,,,,,,9593,,,
3568,Parrot,4,Chestplate,Belt,Covered Helmet,Wine,,,,,,,,,2922,1.0,1800.0,275.0
3569,Bear,5,Chestplate,Belt,Covered Helmet,VR,Amulet,,,,,,,,4274,,,
3570,Frog,2,Camo Suit,Belt,,,,,,,,,,,5711,2.0,5586.5,245.0
3571,Frog,4,Chestplate,Belt,Watch,Jo-Jo,,,,,,,,,2134,,,
3572,Bear,4,Chestplate,Belt,Watch,Cardano,,,,,,,,,4735,1.0,7950.0,241.0
3573,Lion,4,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,,4617,1.0,7769.0,101.0
3574,Ape,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,7547,,,
3575,Dog,3,Camo Suit,Chestplate,Belt,,,,,,,,,,9649,1.0,3795.0,256.0
3576,Cat,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9939,1.0,3646.0,243.0
3577,Bear,4,Belt,Backpack,Covered Helmet,Watch,,,,,,,,,4660,1.0,8000.0,98.0
3578,Arcane,5,Chestplate,Belt,Covered Helmet,Wool Boots,Blaster,,,,,,,,1549,,,
3579,Bear,3,Star Suit,Belt,Amulet,,,,,,,,,,7285,2.0,4400.0,152.0
3580,Robot,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9719,,,
3581,Dog,6,Camo Suit,Chestplate,Belt,Covered Helmet,Sun Glasses,Bazooka,,,,,,,1053,,,
3582,Bear,4,Chestplate,Jetpack,Flag,Watch,,,,,,,,,2520,,,
3583,Bear,4,Star Suit,Chestplate,Belt,Hockey Stick,,,,,,,,,4215,,,
3584,Dog,4,Chestplate,Belt,Covered Helmet,VR,,,,,,,,,8101,1.0,2980.0,223.0
3585,Bear,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9239,3.0,7185.0,98.0
3586,Robot,4,Special Background,Chestplate,Umbrella,X-Ray,,,,,,,,,3080,,,
3587,Rhino,3,Chestplate,Belt,Wool Boots,,,,,,,,,,535,2.0,30000.0,22.0
3588,Ape,9,Special Background,Camo Suit,Chestplate,Belt,Umbrella,Covered Helmet,VR,Wool Boots,Cardano,,,,4,,,
3589,Bull,4,Chestplate,Belt,Wool Boots,Jo-Jo,,,,,,,,,65,,,
3590,Alien,1,,,,,,,,,,,,,45,,,
3591,Alien,4,Chestplate,Belt,Eye Patch,Watch,,,,,,,,,5989,,,
3592,Tiger,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,9350,,,
3593,Wolf,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,560,,,
3594,Dog,5,Chestplate,Belt,Jetpack,Covered Helmet,Axe,,,,,,,,2655,,,
3595,Parrot,5,Special Background,Belt,Jetpack,Covered Helmet,Baguette,,,,,,,,775,,,
3596,Parrot,4,Camo Suit,Chestplate,Belt,VR,,,,,,,,,5114,3.0,1950.0,262.0
3597,Bear,6,Chestplate,Belt,Covered Helmet,Snorkel,Wool Boots,Arc,,,,,,,781,,,
3598,Parrot,1,,,,,,,,,,,,,35,,,
3599,Cat,4,Camo Suit,Belt,Covered Helmet,Pistol,,,,,,,,,6132,,,
3600,Bear,5,Special Background,Camo Suit,Chestplate,Belt,Wool Boots,,,,,,,,4804,,,
3601,Frog,5,Star Suit,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,3340,,,
3602,Alien,3,Belt,Covered Helmet,Flowers,,,,,,,,,,6093,,,
3603,Cat,4,Camo Suit,Chestplate,Belt,Eye Patch,,,,,,,,,7207,1.0,3650.0,170.0
3604,Frog,1,Belt,,,,,,,,,,,,1591,,,
3605,Alien,4,Chestplate,Belt,VR,Wool Boots,,,,,,,,,6272,2.0,3875.0,214.0
3606,Ape,4,Camo Suit,Chestplate,Belt,Harpoon,,,,,,,,,5026,1.0,874.0,270.0
3607,Dog,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9471,2.0,5600.0,32.0
3608,Cat,4,Chestplate,Belt,Covered Helmet,Anchor,,,,,,,,,4827,,,
3609,Robot,3,Belt,Covered Helmet,Baguette,,,,,,,,,,3204,,,
3610,Bear,4,Chestplate,Belt,Covered Helmet,Eye Patch,,,,,,,,,6460,,,
3611,Robot,3,Chestplate,Belt,Backpack,,,,,,,,,,6640,,,
3612,Alien,4,Chestplate,Amulet,Belt,Umbrella,,,,,,,,,5059,2.0,6999.0,47.0
3613,Robot,4,Chestplate,Belt,Covered Helmet,Anchor,,,,,,,,,4471,1.0,5000.0,165.0
3614,Ape,3,Chestplate,Belt,Hockey Stick,,,,,,,,,,5415,,,
3615,Parrot,5,Camo Suit,Chestplate,Belt,Covered Helmet,Harpoon,,,,,,,,2772,,,
3616,Lion,3,Chestplate,Belt,Watch,,,,,,,,,,6774,,,
3617,Cat,3,Chestplate,Belt,Wine,,,,,,,,,,4592,,,
3618,Tiger,4,Camo Suit,Belt,Covered Helmet,Revolver,,,,,,,,,5708,1.0,6250.0,211.0
3619,Lion,5,Special Background,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,4653,1.0,6500.0,245.0
3620,Dog,2,Chestplate,Belt,,,,,,,,,,,9060,2.0,3800.0,159.0
3621,Bear,2,Chestplate,Candle,,,,,,,,,,,2174,,,
3622,Bear,4,Star Suit,Chestplate,Belt,Arc,,,,,,,,,3624,,,
3623,Frog,5,Chestplate,Belt,Covered Helmet,Watch,Candle,,,,,,,,1273,,,
3624,Ape,3,Chestplate,Belt,Umbrella,,,,,,,,,,6886,,,
3625,Shark,4,Chestplate,Belt,Jetpack,Amulet,,,,,,,,,862,,,
3626,Dog,3,Chestplate,Belt,Snorkel,,,,,,,,,,7947,1.0,5000.0,203.0
3627,Ape,5,Chestplate,Belt,Umbrella,Eye Patch,Watch,,,,,,,,2830,,,
3628,Ape,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9416,,,
3629,Robot,4,Chestplate,Belt,Covered Helmet,Sun Glasses,,,,,,,,,6969,,,
3630,Ape,4,Chestplate,Belt,Umbrella,Ski Goggles,,,,,,,,,4261,,,
3631,Tiger,2,Belt,Covered Helmet,,,,,,,,,,,8240,2.0,5000.0,122.0
3632,Wolf,5,Star Suit,Chestplate,Belt,Sword,Wool Boots,,,,,,,,424,,,
3633,Alien,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9332,,,
3634,Alien,3,Chestplate,Belt,Baguette,,,,,,,,,,3408,,,
3635,Lion,1,,,,,,,,,,,,,37,,,
3636,Dog,5,Camo Suit,Chestplate,Belt,Covered Helmet,Flag,,,,,,,,5175,,,
3637,Frog,5,Chestplate,Belt,Backpack,Covered Helmet,Arc,,,,,,,,1228,1.0,8995.0,212.0
3638,Frog,3,Camo Suit,Chestplate,Belt,,,,,,,,,,7214,1.0,1600.0,274.0
3639,Tiger,4,Chestplate,Belt,Eye Patch,Binoculars,,,,,,,,,1499,,,
3640,Tiger,5,Camo Suit,Chestplate,Belt,Eye Patch,Cardano,,,,,,,,2865,,,
3641,Tiger,6,Camo Suit,Belt,Jetpack,Covered Helmet,Watch,Sword,,,,,,,1043,,,
3642,Dog,2,Chestplate,Belt,,,,,,,,,,,9060,1.0,4769.0,103.0
3643,Robot,5,Chestplate,Belt,Covered Helmet,Watch,Binoculars,,,,,,,,1735,1.0,2000.0,266.0
3644,Lion,4,Special Background,Belt,Eye Patch,Wool Boots,,,,,,,,,3202,,,
3645,Cat,4,Camo Suit,Belt,Covered Helmet,Sun Glasses,,,,,,,,,6862,,,
3646,Dog,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,9471,2.0,5150.0,113.0
3647,Frog,4,Camo Suit,Belt,Covered Helmet,VR,,,,,,,,,4887,,,
3648,Ape,3,Belt,Covered Helmet,Watch,,,,,,,,,,9048,,,
3649,Lion,3,Chestplate,Belt,Covered Helmet,,,,,,,,,,8024,2.0,1140.0,272.0
3650,Parrot,4,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,7162,,,
3651,Ape,3,Chestplate,Belt,X-Ray,,,,,,,,,,7728,,,
3652,Cat,5,Special Background,Star Suit,Chestplate,Belt,Covered Helmet,,,,,,,,6852,1.0,4250.0,180.0
3653,Bear,4,Camo Suit,Chestplate,Belt,Covered Helmet,,,,,,,,,8556,,,
3654,Frog,1,Sword,,,,,,,,,,,,1015,1.0,9500.0,235.0
3655,Alien,6,Special Background,Chestplate,Belt,Covered Helmet,Ski Goggles,Arc,,,,,,,856,1.0,7750.0,246.0
3656,Alien,4,Camo Suit,Belt,Covered Helmet,Wine,,,,,,,,,3891,,,
3657,Dog,3,Star Suit,Chestplate,Belt,,,,,,,,,,9663,2.0,1049.0,266.0
3658,Robot,5,Star Suit,Chestplate,Belt,Covered Helmet,Candle,,,,,,,,2167,,,
3659,Bear,8,Special Background,Camo Suit,Chestplate,Belt,Covered Helmet,Watch,Wool Boots,Binoculars,,,,,18,1.0,60000.0,259.0
3660,Ape,2,Star Suit,Belt,,,,,,,,,,,8423,,,
3661,Robot,5,Star Suit,Chestplate,Belt,Covered Helmet,Wool Boots,,,,,,,,6692,,,
3662,Alien,3,Belt,Umbrella,Sword,,,,,,,,,,4205,,,
3663,Frog,2,Chestplate,Belt,,,,,,,,,,,6242,1.0,6499.0,28.0
3664,Ape,5,Camo Suit,Chestplate,Belt,Flag,Wool Boots,,,,,,,,3970,,,
